Ocupação;Quantitativo;Porcentagem;Ano
Cientista Político;34;0,0001;2020
Cobrador de Transporte Coletivo;190;0,0004;2020
Comandante de Embarcações;15;0;2020
Comerciante;28713;0,0554;2020
Comerciário;2582;0,005;2020
Comissário de Bordo;7;0;2020
Comunicólogo;105;0,0002;2020
Contador;1801;0,0035;2020
Controlador de Tráfego Aéreo;1;0;2020
Coreógrafo e Bailarino;55;0,0001;2020
Corretor de Imóveis, Seguros, Títulos e Valores;2490;0,0048;2020
Cortador, Polidor e Gravador de Pedras;17;0;2020
Coveiro;58;0,0001;2020
Cozinheiro;1857;0,0036;2020
Decorador;157;0,0003;2020
Demonstrador;16;0;2020
Desenhista;162;0,0003;2020
Despachante;369;0,0007;2020
Detetive Particular;38;0,0001;2020
Digitador;123;0,0002;2020
Diplomata;1;0;2020
Diretor de Empresas;162;0,0003;2020
Diretor de Estabelecimento de Ensino;318;0,0006;2020
Dona de Casa;22040;0,0425;2020
Economista;247;0,0005;2020
Economista Doméstico;16;0;2020
Eletricista e Assemelhados;2541;0,0049;2020
Embalador, Empacotador e Assemelhados;226;0,0004;2020
Empregado Doméstico;1343;0,0026;2020
Empresário;28060;0,0541;2020
Encanador, Soldador, Chapeador e Caldeireiro;383;0,0007;2020
Enfermeiro;3655;0,007;2020
Engenheiro;2105;0,0041;2020
Engraxate;5;0;2020
Escritor e Crítico;81;0,0002;2020
Escultor e Pintor;180;0,0003;2020
Estatístico;4;0;2020
Esteticista;495;0,001;2020
Estivador, Carregador e Assemelhados;108;0,0002;2020
Estofador;79;0,0002;2020
Estudante, Bolsista, Estagiário e Assemelhados;8036;0,0155;2020
Farmacêutico;758;0,0015;2020
Faxineiro;990;0,0019;2020
Feirante, Ambulante e Mascate;529;0,001;2020
Ferroviário;27;0,0001;2020
Fiandeiro, Tecelão, Tingidor e Assemelhados;32;0,0001;2020
Fiscal;461;0,0009;2020
Fiscal de Transporte Coletivo;46;0,0001;2020
Fisioterapeuta e Terapeuta Ocupacional;794;0,0015;2020
Fonoaudiólogo;77;0,0001;2020
Fotógrafo e Assemelhados;669;0,0013;2020
Frentista;924;0,0018;2020
Funileiro;236;0,0005;2020
Físico;7;0;2020
Gari ou Lixeiro;499;0,001;2020
Garimpeiro;58;0,0001;2020
Garçom;552;0,0011;2020
Gerente;2125;0,0041;2020
Geógrafo;67;0,0001;2020
Geólogo;14;0;2020
Governanta;17;0;2020
Guardador de Veículos;8;0;2020
Guia de Turismo;156;0,0003;2020
Historiador;68;0,0001;2020
Industrial;593;0,0011;2020
Jardineiro;454;0,0009;2020
Joalheiro e Ourives;14;0;2020
Jornaleiro;42;0,0001;2020
Jornalista e Redator;1472;0,0028;2020
Lanterneiro e Pintor de Veículos;170;0,0003;2020
Lavador de Veículos;175;0,0003;2020
Lavandeiro, Tintureiro e Assemelhados;50;0,0001;2020
Leiloeiro, Avaliador e Assemelhados;8;0;2020
Leiturista;77;0,0001;2020
Locutor e Comentarista de Rádio e Televisão e Radialista;1588;0,0031;2020
Magistrado;8;0;2020
Manicure e Maquilador;1002;0,0019;2020
Maquinista e Foguista de Embarcações e Assemelhados;27;0,0001;2020
Marinheiro Civil, Canoeiro, Embarcado e Assemelhados;152;0,0003;2020
Massagista;210;0,0004;2020
Matemático e Atuário;17;0;2020
Mecânico de Manutenção;3328;0,0064;2020
Membro das Forças Armadas;164;0,0003;2020
Membro do Ministério Público;1;0;2020
Mestre e Contramestre de Embarcação;11;0;2020
Meteorologista;1;0;2020
Militar Reformado;1521;0,0029;2020
Ministro de Estado;9;0;2020
Ministro do Poder Judiciário;1;0;2020
Modelo;40;0,0001;2020
Montador de Estrutura Metálica;171;0,0003;2020
Montador de Máquinas;56;0,0001;2020
Motoboy;1310;0,0025;2020
Motorista Particular;5981;0,0115;2020
Motorista de Veículos de Transporte Coletivo de Passageiros;5985;0,0115;2020
Motorista de Veículos de Transporte de Carga;5047;0,0097;2020
Médico;1386;0,0027;2020
Músico;1482;0,0029;2020
Nutricionista e Assemelhados;293;0,0006;2020
Oceanógrafo;26;0,0001;2020
Ocupante de Cargo em Comissão;458;0,0009;2020
Odontólogo;1007;0,0019;2020
Office-Boy e Contínuo;58;0,0001;2020
Operador de Aparelhos de Produção Industrial;1270;0,0024;2020
Operador de Computador;122;0,0002;2020
Operador de Equipamento Médico e Odontológico;26;0,0001;2020
Operador de Equipamento de Rádio, Televisão, Som e Cinema;131;0,0003;2020
Operador de Implemento de Agricultura, Pecuária e Exploração Florestal;668;0,0013;2020
Operador de Instalação de Produção de Energia Elétrica e Nuclear;37;0,0001;2020
Padeiro, Confeiteiro e Assemelhados;1237;0,0024;2020
Paramédico;4;0;2020
Pecuarista;1102;0,0021;2020
Pedagogo;2762;0,0053;2020
Pescador;2716;0,0052;2020
Petroleiro;19;0;2020
Piloto de Aviação Comercial, Navegador, Mecânico de Vôo e Assemelhados;33;0,0001;2020
Policial Civil;798;0,0015;2020
Policial Militar;3205;0,0062;2020
Porteiro de Edifício, Ascensorista, Garagista e Zelador;836;0,0016;2020
Prefeito;5;0;2020
Produtor Agropecuário;2440;0,0047;2020
Produtor de Espetáculos Públicos;296;0,0006;2020
Professor de Ensino Fundamental;11808;0,0228;2020
Professor de Ensino Médio;7960;0,0154;2020
Professor de Ensino Superior;1276;0,0025;2020
Professor e Instrutor de Formação Profissional;1593;0,0031;2020
Programador de Computador;62;0,0001;2020
Protético;148;0,0003;2020
Psicólogo;945;0,0018;2020
Publicitário;582;0,0011;2020
Químico;94;0,0002;2020
Recepcionista;987;0,0019;2020
Relações-Públicas;109;0,0002;2020
Relojoeiro e Montador de Instrumento de Precisão;28;0,0001;2020
Representante Comercial;1741;0,0034;2020
Sacerdote ou Membro de Ordem ou Seita Religiosa;829;0,0016;2020
Salva-Vidas;32;0,0001;2020
Secretário e Datilógrafo;923;0,0018;2020
Securitário;50;0,0001;2020
Serralheiro;768;0,0015;2020
Serventuário de Justiça;104;0,0002;2020
Servidor Público Civil Aposentado;1267;0,0024;2020
Servidor Público Estadual;4827;0,0093;2020
Servidor Público Federal;1211;0,0023;2020
Servidor Público Municipal;33885;0,0654;2020
Servidor da Justiça Eleitoral;10;0;2020
Sociólogo;88;0,0002;2020
Supervisor, Inspetor e Agente de Compras e Vendas;596;0,0011;2020
Tabelião;30;0,0001;2020
Tapeceiro;119;0,0002;2020
Taxista;1784;0,0034;2020
Telefonista;132;0,0003;2020
Terapeuta;208;0,0004;2020
Torneiro Mecânico;181;0,0003;2020
Trabalhador Dos Serviços de Contabilidade, de Caixa e Assemelhados;81;0,0002;2020
Trabalhador Florestal;66;0,0001;2020
Trabalhador Metalúrgico e Siderúrgico;334;0,0006;2020
Trabalhador Rural;8291;0,016;2020
Trabalhador de Artes Gráficas;69;0,0001;2020
Trabalhador de Construção Civil;3923;0,0076;2020
Trabalhador de Curtimento;4;0;2020
Trabalhador de Fabricação de Calçados e Artefatos de Couro;145;0,0003;2020
Trabalhador de Fabricação de Papel e Papelão;14;0;2020
Trabalhador de Fabricação de Produtos Têxteis (Exceto Roupas);48;0,0001;2020
Trabalhador de Fabricação de Produtos de Borracha e Plástico;20;0;2020
Trabalhador de Fabricação de Roupas;265;0,0005;2020
Trabalhador de Fabricação e Preparação de Alimentos e Bebidas;233;0,0004;2020
Trabalhador de Fabricação, Vulcanização e Reparação de Pneumáticos;14;0;2020
Trabalhador de Hotelaria;52;0,0001;2020
Trabalhador de Minas e Pedreiras, Sondador e Assemelhados;48;0,0001;2020
Trabalhador de Tratamento de Fumo e de Fabricação de Cigarros/Charutos;10;0;2020
Trabalhador de Usinagem de Metais;46;0,0001;2020
Trabalhador em Atividade de Processamento Químico;15;0;2020
Tradutor, Intérprete e Filólogo;29;0,0001;2020
Técnico Contabilidade, Estatística, Economia Doméstica e Administração;863;0,0017;2020
Técnico Têxtil;16;0;2020
Técnico de Biologia;11;0;2020
Técnico de Eletricidade, Eletrônica e Telecomunicações;912;0,0018;2020
Técnico de Enfermagem e Assemelhados (Exceto Enfermeiro);4574;0,0088;2020
Técnico de Laboratório e Raios X;442;0,0009;2020
Técnico de Mecânica;221;0,0004;2020
Técnico de Mineração, Metalurgia e Geologia;85;0,0002;2020
Técnico de Obras Civis, Estradas, Saneamento e Assemelhados;401;0,0008;2020
Técnico de Química;93;0,0002;2020
Técnico em Agronomia e Agrimensura;551;0,0011;2020
Técnico em Edificações;169;0,0003;2020
Técnico em Informática;500;0,001;2020
Vendedor Pracista, Representante, Caixeiro-Viajante e Assemelhados;4438;0,0086;2020
Vendedor de Comércio Varejista e Atacadista;5307;0,0102;2020
Vereador;22495;0,0434;2020
Veterinário;508;0,001;2020
Vigilante;4656;0,009;2020
Zootecnista;66;0,0001;2020
AGENTE DE VIAGEM E GUIA DE TURISMO;25;0,0001;2024
Administrador;7546;0,0175;2024
Advogado;8496;0,0197;2024
Agenciador de Propaganda;62;0,0001;2024
Agente Administrativo;2993;0,0069;2024
Agente Postal;178;0,0004;2024
Agente de Saúde e Sanitarista;3093;0,0072;2024
Agente de Serviços Funerários e Embalsamador;103;0,0002;2024
Agente de Viagem;79;0,0002;2024
Agricultor;28967;0,0671;2024
Agrônomo;363;0,0008;2024
Alfaiate e Costureiro;296;0,0007;2024
Almoxarife;247;0,0006;2024
Analista de Sistemas;282;0,0007;2024
Antropólogo;12;0;2024
Aposentado (Exceto Servidor Público);16224;0,0376;2024
Arqueólogo;2;0;2024
Arquiteto;360;0,0008;2024
Arquivista e Museólogo;11;0;2024
Artesão;740;0,0017;2024
Artista Plástico e Assemelhados;172;0,0004;2024
Artista de Circo;17;0;2024
Assistente Social;2025;0,0047;2024
Astrólogo;4;0;2024
Astrônomo;59;0,0001;2024
Atendente de Lanchonete e Restaurante;380;0,0009;2024
Atleta Profissional e Técnico em Desportos;212;0,0005;2024
Ator e Diretor de Espetáculos Públicos;88;0,0002;2024
Auxiliar de Escritório e Assemelhados;3103;0,0072;2024
Auxiliar de Laboratório;127;0,0003;2024
BIBLIOTECÁRIO, ARQUIVISTA, MUSEÓLOGO E ARQUEÓLOGO;3;0;2024
BIÓLOGO E BIOMÉDICO;14;0;2024
Bacteriologista e Assemelhados;2;0;2024
Bancário e Economiário;383;0,0009;2024
Bibliotecário;34;0,0001;2024
Biomédico;139;0,0003;2024
Biólogo;193;0,0004;2024
Bombeiro Civil;262;0,0006;2024
Bombeiro Militar;248;0,0006;2024
Bombeiro e Instalador de Gás, Água, Esgoto e Assemelhados;57;0,0001;2024
CABELEIREIRO, BARBEIRO, MANICURE, MAQUILADOR, ESTETICISTA E MASSAGISTA;807;0,0019;2024
Cabeleireiro e Barbeiro;3439;0,008;2024
Cantor e Compositor;581;0,0013;2024
Capitalista de Ativos Financeiros;12;0;2024
Carpinteiro, Marceneiro e Assemelhados;901;0,0021;2024
Carvoeiro;15;0;2024
Catador de Recicláveis;173;0,0004;2024
Ceramista e Oleiro;43;0,0001;2024
Chapeleiro;5;0;2024
Chaveiro;68;0,0002;2024
Cientista Político;39;0,0001;2024
Cobrador de Transporte Coletivo;66;0,0002;2024
Comandante de Embarcações;8;0;2024
Comerciante;18937;0,0438;2024
Comerciário;1479;0,0034;2024
Comissário de Bordo;6;0;2024
Comunicólogo;112;0,0003;2024
Contador;1375;0,0032;2024
Coreógrafo e Bailarino;35;0,0001;2024
Corretor de Imóveis, Seguros, Títulos e Valores;2315;0,0054;2024
Cortador, Polidor e Gravador de Pedras;13;0;2024
Coveiro;58;0,0001;2024
Cozinheiro;1551;0,0036;2024
Decorador;117;0,0003;2024
Demonstrador;9;0;2024
Deputado;4;0;2024
Desenhista;84;0,0002;2024
Despachante;291;0,0007;2024
Detetive Particular;5;0;2024
Digitador;104;0,0002;2024
Diretor de Empresas;124;0,0003;2024
Diretor de Estabelecimento de Ensino;346;0,0008;2024
Dona de Casa;12298;0,0285;2024
ENCANADOR,SOLDADOR,CHAPEADOR,CALDEIREIRO,MONTADOR DE ESTRUTURA METÁLIC;76;0,0002;2024
ESCULTOR, PINTOR, ARTISTA PLÁSTICO E ASSEMELHADOS;65;0,0002;2024
ESTIVADOR, CARREGADOR, EMBALADOR E ASSEMELHADOS;25;0,0001;2024
Economista;186;0,0004;2024
Economista Doméstico;9;0;2024
Eletricista e Assemelhados;1946;0,0045;2024
Embalador, Empacotador e Assemelhados;132;0,0003;2024
Empregado Doméstico;872;0,002;2024
Empresário;30508;0,0706;2024
Encanador, Soldador, Chapeador e Caldeireiro;220;0,0005;2024
Enfermeiro;3776;0,0087;2024
Engenheiro;1857;0,0043;2024
Engraxate;6;0;2024
Escritor e Crítico;93;0,0002;2024
Escultor e Pintor;98;0,0002;2024
Estatístico;3;0;2024
Esteticista;440;0,001;2024
Estivador, Carregador e Assemelhados;47;0,0001;2024
Estofador;38;0,0001;2024
Estudante, Bolsista, Estagiário e Assemelhados;4490;0,0104;2024
Farmacêutico;824;0,0019;2024
Faxineiro;896;0,0021;2024
Feirante, Ambulante e Mascate;268;0,0006;2024
Ferroviário;20;0;2024
Fiandeiro, Tecelão, Tingidor e Assemelhados;14;0;2024
Fiscal;357;0,0008;2024
Fiscal de Transporte Coletivo;14;0;2024
Fisioterapeuta e Terapeuta Ocupacional;866;0,002;2024
Fonoaudiólogo;70;0,0002;2024
Fotógrafo e Assemelhados;427;0,001;2024
Frentista;826;0,0019;2024
Funileiro;199;0,0005;2024
Físico;5;0;2024
Gari ou Lixeiro;428;0,001;2024
Garimpeiro;49;0,0001;2024
Garçom;340;0,0008;2024
Geofísico;2;0;2024
Gerente;1954;0,0045;2024
Geógrafo;48;0,0001;2024
Geólogo;14;0;2024
Governanta;13;0;2024
Guardador de Veículos;5;0;2024
Guia de Turismo;121;0,0003;2024
Historiador;50;0,0001;2024
Industrial;381;0,0009;2024
Jardineiro;357;0,0008;2024
Joalheiro e Ourives;13;0;2024
Jornaleiro;13;0;2024
Jornalista e Redator;1285;0,003;2024
Lanterneiro e Pintor de Veículos;89;0,0002;2024
Lavador de Veículos;139;0,0003;2024
Lavandeiro, Tintureiro e Assemelhados;36;0,0001;2024
Leiloeiro, Avaliador e Assemelhados;15;0;2024
Leiturista;53;0,0001;2024
Locutor e Comentarista de Rádio e Televisão e Radialista;1066;0,0025;2024
Magistrado;6;0;2024
Manicure e Maquilador;684;0,0016;2024
Maquinista e Foguista de Embarcações e Assemelhados;35;0,0001;2024
Marinheiro Civil, Canoeiro, Embarcado e Assemelhados;103;0,0002;2024
Massagista;229;0,0005;2024
Matemático e Atuário;10;0;2024
Mecânico de Manutenção;2621;0,0061;2024
Membro das Forças Armadas;89;0,0002;2024
Membro do Ministério Público;2;0;2024
Mestre e Contramestre de Embarcação;6;0;2024
Meteorologista;2;0;2024
Militar Reformado;1074;0,0025;2024
Ministro de Estado;6;0;2024
Modelo;30;0,0001;2024
Montador de Estrutura Metálica;148;0,0003;2024
Montador de Máquinas;41;0,0001;2024
Motoboy;985;0,0023;2024
Motorista Particular;4934;0,0114;2024
Motorista de Veículos de Transporte Coletivo de Passageiros;5052;0,0117;2024
Motorista de Veículos de Transporte de Carga;4050;0,0094;2024
Médico;1342;0,0031;2024
Músico;951;0,0022;2024
Nutricionista e Assemelhados;331;0,0008;2024
Oceanógrafo;18;0;2024
Ocupante de Cargo em Comissão;411;0,001;2024
Odontólogo;929;0,0022;2024
Office-Boy e Contínuo;36;0,0001;2024
Operador de Aparelhos de Produção Industrial;837;0,0019;2024
Operador de Computador;76;0,0002;2024
Operador de Equipamento Médico e Odontológico;12;0;2024
Operador de Equipamento de Rádio, Televisão, Som e Cinema;78;0,0002;2024
Operador de Implemento de Agricultura, Pecuária e Exploração Florestal;706;0,0016;2024
Operador de Instalação de Produção de Energia Elétrica e Nuclear;22;0,0001;2024
PORTEIRO DE EDIFÍCIO, ASCENSORISTA, GARAGISTA, FAXINEIRO E ZELADOR;82;0,0002;2024
PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS;1302;0,003;2024
Padeiro, Confeiteiro e Assemelhados;845;0,002;2024
Paramédico;6;0;2024
Pecuarista;1164;0,0027;2024
Pedagogo;2353;0,0054;2024
Pescador;2300;0,0053;2024
Petroleiro;10;0;2024
Piloto de Aviação Comercial, Navegador, Mecânico de Vôo e Assemelhados;19;0;2024
Policial Civil;760;0,0018;2024
Policial Militar;2607;0,006;2024
Porteiro de Edifício, Ascensorista, Garagista e Zelador;423;0,001;2024
Prefeito;3;0;2024
Produtor Agropecuário;2534;0,0059;2024
Produtor de Espetáculos Públicos;196;0,0005;2024
Professor de Ensino Fundamental;9433;0,0218;2024
Professor de Ensino Médio;4898;0,0113;2024
Professor de Ensino Superior;777;0,0018;2024
Professor e Instrutor de Formação Profissional;1100;0,0025;2024
Programador de Computador;48;0,0001;2024
Protético;102;0,0002;2024
Psicólogo;968;0,0022;2024
Publicitário;417;0,001;2024
Químico;45;0,0001;2024
Recepcionista;872;0,002;2024
Relações-Públicas;80;0,0002;2024
Relojoeiro e Montador de Instrumento de Precisão;12;0;2024
Representante Comercial;1101;0,0025;2024
SECRETÁRIO,ESTENÓGRAFO,DATILÓGRAFO,RECEPCIONISTA,TELEFONISTA,TAQUÍGRAF;382;0,0009;2024
SENADOR, DEPUTADO E VEREADOR;30;0,0001;2024
Sacerdote ou Membro de Ordem ou Seita Religiosa;626;0,0014;2024
Salva-Vidas;34;0,0001;2024
Secretário e Datilógrafo;281;0,0007;2024
Securitário;28;0,0001;2024
Serralheiro;554;0,0013;2024
Serventuário de Justiça;69;0,0002;2024
Servidor Público Civil Aposentado;1096;0,0025;2024
Servidor Público Estadual;3764;0,0087;2024
Servidor Público Federal;872;0,002;2024
Servidor Público Municipal;30324;0,0702;2024
Servidor da Justiça Eleitoral;6;0;2024
Sociólogo;61;0,0001;2024
Supervisor, Inspetor e Agente de Compras e Vendas;493;0,0011;2024
TAXISTA E MOTORISTA PARTICULAR;89;0,0002;2024
Tabelião;18;0;2024
Tapeceiro;60;0,0001;2024
Taxista;1197;0,0028;2024
Telefonista;67;0,0002;2024
Terapeuta;339;0,0008;2024
Torneiro Mecânico;117;0,0003;2024
Trabalhador Dos Serviços de Contabilidade, de Caixa e Assemelhados;91;0,0002;2024
Trabalhador Florestal;45;0,0001;2024
Trabalhador Metalúrgico e Siderúrgico;228;0,0005;2024
Trabalhador Rural;6824;0,0158;2024
Trabalhador de Artes Gráficas;44;0,0001;2024
Trabalhador de Construção Civil;3044;0,007;2024
Trabalhador de Curtimento;2;0;2024
Trabalhador de Fabricação de Calçados e Artefatos de Couro;78;0,0002;2024
Trabalhador de Fabricação de Papel e Papelão;11;0;2024
Trabalhador de Fabricação de Produtos Têxteis (Exceto Roupas);41;0,0001;2024
Trabalhador de Fabricação de Produtos de Borracha e Plástico;17;0;2024
Trabalhador de Fabricação de Roupas;218;0,0005;2024
Trabalhador de Fabricação e Preparação de Alimentos e Bebidas;169;0,0004;2024
Trabalhador de Fabricação, Vulcanização e Reparação de Pneumáticos;15;0;2024
Trabalhador de Hotelaria;47;0,0001;2024
Trabalhador de Minas e Pedreiras, Sondador e Assemelhados;32;0,0001;2024
Trabalhador de Tratamento de Fumo e de Fabricação de Cigarros/Charutos;3;0;2024
Trabalhador de Usinagem de Metais;31;0,0001;2024
Trabalhador em Atividade de Processamento Químico;10;0;2024
Tradutor, Intérprete e Filólogo;21;0;2024
Técnico Contabilidade, Estatística, Economia Doméstica e Administração;472;0,0011;2024
Técnico Têxtil;21;0;2024
Técnico de Biologia;9;0;2024
Técnico de Eletricidade, Eletrônica e Telecomunicações;660;0,0015;2024
Técnico de Enfermagem e Assemelhados (Exceto Enfermeiro);4330;0,01;2024
Técnico de Laboratório e Raios X;390;0,0009;2024
Técnico de Mecânica;173;0,0004;2024
Técnico de Mineração, Metalurgia e Geologia;53;0,0001;2024
Técnico de Obras Civis, Estradas, Saneamento e Assemelhados;317;0,0007;2024
Técnico de Química;48;0,0001;2024
Técnico em Agronomia e Agrimensura;412;0,001;2024
Técnico em Edificações;119;0,0003;2024
Técnico em Informática;333;0,0008;2024
Vendedor Pracista, Representante, Caixeiro-Viajante e Assemelhados;2371;0,0055;2024
Vendedor de Comércio Varejista e Atacadista;3779;0,0087;2024
Vereador;24784;0,0574;2024
Veterinário;645;0,0015;2024
Vigilante;3325;0,0077;2024
Zootecnista;64;0,0001;2024
